Coleta	Estacao	Tratamento	Ponto	Ponto	Profundidade	TeorH2O	AT	DP	DS	Ma	Mi	PTotal	RP	P_res	pH	K	Ca	Mg	H_Al	Al	SB	CTC	V	Ca_CTC	Mg_CTC	M_Sat_Al	Est_C	T_Ar	RH	WBT	Ab_Abs
1	Primavera	SAF	P1	P1	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.0	69.6	20.6	0
1	Primavera	SAF	P1	P1	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.0	54.0	22.6	2
1	Primavera	SAF	P1	P1	0.00-0.10	0.10	897.0	2.7	1.53	0.04	0.13	0.16		150	6.5	1.3	148	16	12	0	165.3	177.3	93	83	9	0	1.93	0.0	0.0	0.0	10
1	Primavera	SAF	P1	P1	0.10-0.20	0.06	903.0	2.6	1.53	0.03	0.15	0.18		16	4.8	1.7	23	6	25	2	30.7	55.7	55	41	11	6	0.96	0.0	0.0	0.0	6
1	Primavera	SAF	P1	P1	0.20-0.30	0.05	904.0	2.6	1.51	0.06	0.21	0.27		49	5.8	2.0	44	11	15	0	57.0	72.0	79	61	15	0	1.31	0.0	0.0	0.0	9
1	Primavera	SAF	P2	P2	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.2	34.0	22.1	0
1	Primavera	SAF	P2	P2	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.6	35.0	22.7	0
1	Primavera	SAF	P2	P2	0.00-0.10	0.19	833.0	2.4	1.19	0.04	0.15	0.19		153	6.7	1.4	98	19	11	0	118.4	129.4	91	76	15	0	1.79	34.2	33.3	21.8	0
1	Primavera	SAF	P2	P2	0.10-0.20	0.09	868.0	2.5	1.48	0.07	0.19	0.26		61	6.6	1.1	42	7	11	0	50.1	61.1	82	69	11	0	1.16	0.0	0.0	0.0	9
1	Primavera	SAF	P2	P2	0.20-0.30	0.07	904.0	2.5	1.58	0.04	0.15	0.19		16	5.4	0.8	16	3	18	0	19.8	37.8	52	42	8	0	0.94	0.0	0.0	0.0	3
1	Primavera	SAF	P3	P3	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.1	36.0	21.8	0
1	Primavera	SAF	P3	P3	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.1	33.3	22.8	7
1	Primavera	SAF	P3	P3	0.00-0.10	0.09	897.0	2.5	1.34	0.04	0.19	0.24		568	6.7	3.4	364	39	12	0	406.4	418.4	97	87	9	0	2.44	35.2	35.4	23.4	17
1	Primavera	SAF	P3	P3	0.10-0.20	0.08	889.0	2.5	1.49	0.05	0.15	0.20		61	6.5	0.7	98	9	12	0	107.7	119.7	90	82	8	0	1.09	0.0	0.0	0.0	8
1	Primavera	SAF	P3	P3	0.20-0.30	0.07	906.0	2.5	1.62	0.03	0.16	0.20		11	5.1	0.6	14	3	20	2	17.6	37.6	47	37	8	10	1.20	0.0	0.0	0.0	3
1	Primavera	SAF	P4	P4	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.4	40.8	21.4	0
1	Primavera	SAF	P4	P4	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.3	44.3	21.6	8
1	Primavera	SAF	P4	P4	0.00-0.10	0.09	876.0	2.4	1.22	0.05	0.16	0.21		352	6.7	1.5	419	36	11	0	456.5	467.5	98	90	8	0	3.02	32.7	42.1	22.8	19
1	Primavera	SAF	P4	P4	0.10-0.20	0.08	897.0	2.5	1.44	0.06	0.17	0.23		40	6.3	0.9	37	11	12	0	48.9	60.9	80	61	18	0	1.07	0.0	0.0	0.0	6
1	Primavera	SAF	P4	P4	0.20-0.30	0.07	871.0	2.5	1.56	0.02	0.24	0.26		10	5.4	0.7	17	7	16	0	24.7	40.7	61	42	17	0	0.94	0.0	0.0	0.0	2
1	Primavera	SAF	P5	P5	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.0	38.7	23.5	0
1	Primavera	SAF	P5	P5	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.4	42.8	22.5	5
1	Primavera	SAF	P5	P5	0.00-0.10	0.11	921.0	2.5	1.30	0.01	0.20	0.22		110	6.2	1.0	185	17	13	0	203.0	216.0	94	86	8	0	1.63	30.4	53.3	23.1	16
1	Primavera	SAF	P5	P5	0.10-0.20	0.10	897.0	2.5	1.45	0.03	0.22	0.25		10	4.9	0.9	17	4	25	2	21.9	46.9	47	36	9	8	1.05	0.0	0.0	0.0	4
1	Primavera	SAF	P5	P5	0.20-0.30	0.07	914.0	2.5	1.44	0.01	0.21	0.22		15	5.2	0.9	22	7	22	0	29.9	51.9	58	42	13	0	0.87	0.0	0.0	0.0	1
2	Outono	SAF	P1	P6	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.6	79.7	11.3	0
2	Outono	SAF	P1	P6	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.6	82.7	11.3	0
2	Outono	SAF	P1	P6	0.00-0.10	0.05	897.0	2.7	1.53	0.04	0.13	0.16		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.0	8.7	12.2	10
2	Outono	SAF	P1	P6	0.10-0.20	0.06	903.0	2.6	1.53	0.03	0.15	0.18		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	15
2	Outono	SAF	P1	P6	0.20-0.30	0.06	904.0	2.6	1.51	0.06	0.21	0.27		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	2
2	Outono	SAF	P2	P7	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.5	74.2	14.0	0
2	Outono	SAF	P2	P7	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.5	79.6	15.2	0
2	Outono	SAF	P2	P7	0.00-0.10	0.07	833.0	2.4	1.19	0.04	0.15	0.19		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	14
2	Outono	SAF	P2	P7	0.10-0.20	0.07	868.0	2.5	1.48	0.07	0.19	0.26		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	5
2	Outono	SAF	P2	P7	0.20-0.30	0.06	904.0	2.5	1.58	0.04	0.15	0.19		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0
2	Outono	SAF	P3	P8	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.1	73.1	15.9	0
2	Outono	SAF	P3	P8	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.5	79.4	16.5	0
2	Outono	SAF	P3	P8	0.00-0.10	0.08	897.0	2.5	1.34	0.04	0.19	0.24		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.2	71.6	16.9	6
2	Outono	SAF	P3	P8	0.10-0.20	0.08	889.0	2.5	1.49	0.05	0.15	0.20		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	3
2	Outono	SAF	P3	P8	0.20-0.30	0.06	906.0	2.5	1.62	0.03	0.16	0.20		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0
2	Outono	SAF	P4	P9	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.4	50.5	18.3	0
2	Outono	SAF	P4	P9	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.5	60.8	18.3	1
2	Outono	SAF	P4	P9	0.00-0.10	0.06	876.0	2.4	1.22	0.05	0.16	0.21		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.7	74.2	19.6	47
2	Outono	SAF	P4	P9	0.10-0.20	0.05	897.0	2.5	1.44	0.06	0.17	0.23		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	12
2	Outono	SAF	P4	P9	0.20-0.30	0.05	871.0	2.5	1.56	0.02	0.24	0.26		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	11
2	Outono	SAF	P5	P10	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.9	44.0	16.6	0
2	Outono	SAF	P5	P10	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.8	56.0	17.5	0
2	Outono	SAF	P5	P10	0.00-0.10	0.07	921.0	2.5	1.30	0.01	0.20	0.22		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.1	73.7	18.7	32
2	Outono	SAF	P5	P10	0.10-0.20	0.07	897.0	2.5	1.45	0.03	0.22	0.25		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	4
2	Outono	SAF	P5	P10	0.20-0.30	0.08	914.0	2.5	1.44	0.01	0.21	0.22		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	3
3	Primavera	SAF	P1	P11	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.4	74.9	12.2	0
3	Primavera	SAF	P1	P11	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.1	76.9	12.7	1
3	Primavera	SAF	P1	P11	0.00-0.10	0.05	897.0	2.7	1.53	0.04	0.13	0.16		61	5.7	1.1	31	14	13	0	46.1	59.1	78	52	24	0	1.62	15.0	79.9	12.7	3
3	Primavera	SAF	P1	P11	0.10-0.20	0.03	903.0	2.6	1.53	0.03	0.15	0.18		34	5.6	0.8	18	8	13	0	26.8	39.8	67	45	20	0	0.90	0.0	0.0	0.0	0
3	Primavera	SAF	P1	P11	0.20-0.30	0.04	904.0	2.6	1.51	0.06	0.21	0.27		36	5.5	0.9	10	4	12	0	14.9	26.9	55	37	15	0	0.66	0.0	0.0	0.0	0
3	Primavera	SAF	P2	P12	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.7	74.9	12.7	0
3	Primavera	SAF	P2	P12	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.1	73.5	14.1	1
3	Primavera	SAF	P2	P12	0.00-0.10	0.08	833.0	2.4	1.19	0.04	0.15	0.19		198	6.3	1.6	88	35	12	0	124.6	136.6	91	64	26	0	1.28	17.0	78.9	14.5	3
3	Primavera	SAF	P2	P12	0.10-0.20	0.07	868.0	2.5	1.48	0.07	0.19	0.26		35	5.1	0.9	16	8	15	1	24.9	39.9	62	40	20	4	0.93	0.0	0.0	0.0	0
3	Primavera	SAF	P2	P12	0.20-0.30	0.07	904.0	2.5	1.58	0.04	0.15	0.19		19	4.9	0.8	11	5	16	2	16.8	32.8	51	34	15	11	0.85	0.0	0.0	0.0	2
3	Primavera	SAF	P3	P13	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.0	51.9	16.2	0
3	Primavera	SAF	P3	P13	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.5	73.7	17.8	0
3	Primavera	SAF	P3	P13	0.00-0.10	0.08	897.0	2.5	1.34	0.04	0.19	0.24		30	5.8	1.1	29	20	13	0	50.1	63.1	79	46	32	0	1.47	26.4	48.3	18.3	22
3	Primavera	SAF	P3	P13	0.10-0.20	0.07	889.0	2.5	1.49	0.05	0.15	0.20		32	5.6	0.7	20	11	13	0	31.7	44.7	71	45	25	0	0.99	0.0	0.0	0.0	9
3	Primavera	SAF	P3	P13	0.20-0.30	0.10	906.0	2.5	1.62	0.03	0.16	0.20		6	5.5	0.6	20	10	15	0	30.6	45.6	67	44	22	0	1.30	0.0	0.0	0.0	2
3	Primavera	SAF	P4	P14	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.5	51.4	17.9	0
3	Primavera	SAF	P4	P14	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.0	65.4	18.4	6
3	Primavera	SAF	P4	P14	0.00-0.10	0.09	876.0	2.4	1.22	0.05	0.16	0.21		43	6.0	1.1	43	16	12	0	60.1	72.1	83	60	22	0	1.76	29.0	48.2	21.2	39
3	Primavera	SAF	P4	P14	0.10-0.20	0.07	897.0	2.5	1.44	0.06	0.17	0.23		42	5.9	0.7	20	10	11	0	30.7	41.7	74	48	24	0	0.97	0.0	0.0	0.0	1
3	Primavera	SAF	P4	P14	0.20-0.30	0.10	871.0	2.5	1.56	0.02	0.24	0.26		2	5.9	0.6	14	8	11	0	22.6	33.6	67	42	24	0	0.74	0.0	0.0	0.0	1
3	Primavera	SAF	P5	P15	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.0	45.9	17.9	0
3	Primavera	SAF	P5	P15	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.8	57.4	21.0	1
3	Primavera	SAF	P5	P15	0.00-0.10	0.09	921.0	2.5	1.30	0.01	0.20	0.22		37	5.3	1.0	20	10	16	0	31.0	47.0	66	43	21	0	1.18	30.2	54.9	21.7	16
3	Primavera	SAF	P5	P15	0.10-0.20	0.07	897.0	2.5	1.45	0.03	0.22	0.25		14	5.1	0.8	13	7	15	1	20.8	35.8	58	36	20	5	0.94	0.0	0.0	0.0	0
3	Primavera	SAF	P5	P15	0.20-0.30	0.05	914.0	2.5	1.44	0.01	0.21	0.22		12	5.3	0.7	9	4	12	0	13.7	25.7	53	35	16	0	0.65	0.0	0.0	0.0	0
4	Verao	SAF	P1	P16	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.4	67.1	71.0	0
4	Verao	SAF	P1	P16	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.9	74.9	73.4	0
4	Verao	SAF	P1	P16	0.00-0.10	0.10	897.0	2.7	1.53	0.04	0.13	0.16		43	5.3	1.8	29	16	18	0	46.8	64.8	72	45	25	0	10.64	27.9	73.3	74.0	17
4	Verao	SAF	P1	P16	0.10-0.20	0.12	903.0	2.6	1.53	0.03	0.15	0.18		7	4.7	1.0	12	5	18	2	18.0	36.0	50	33	14	10	0.95	0.0	0.0	0.0	1
4	Verao	SAF	P1	P16	0.20-0.30	0.05	904.0	2.6	1.51	0.06	0.21	0.27		2	4.9	0.6	11	2	15	1	13.6	28.6	48	38	7	7	0.72	0.0	0.0	0.0	0
4	Verao	SAF	P2	P17	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.5	48.9	58.3	0
4	Verao	SAF	P2	P17	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.5	50.7	44.3	0
4	Verao	SAF	P2	P17	0.00-0.10	0.07	833.0	2.4	1.19	0.04	0.15	0.19		31	4.9	1.0	19	12	22	1	32.0	54.0	59	35	22	3	1.52	41.0	37.4	35.6	30
4	Verao	SAF	P2	P17	0.10-0.20	0.06	868.0	2.5	1.48	0.07	0.19	0.26		12	4.3	0.6	7	4	22	4	11.6	33.6	35	21	12	26	0.76	0.0	0.0	0.0	4
4	Verao	SAF	P2	P17	0.20-0.30	0.05	904.0	2.5	1.58	0.04	0.15	0.19		6	4.2	0.6	5	3	18	4	8.6	26.6	32	19	11	32	0.68	0.0	0.0	0.0	0
4	Verao	SAF	P3	P18	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.7	39.1	47.6	0
4	Verao	SAF	P3	P18	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.7	52.6	57.8	0
4	Verao	SAF	P3	P18	0.00-0.10	0.08	897.0	2.5	1.34	0.04	0.19	0.24		41	5.5	1.3	34	17	20	0	52.3	72.3	72	47	24	0	2.06	31.1	58.5	65.0	8
4	Verao	SAF	P3	P18	0.10-0.20	0.06	889.0	2.5	1.49	0.05	0.15	0.20		22	5.1	0.6	12	9	15	0	21.6	36.6	59	33	25	0	0.82	0.0	0.0	0.0	1
4	Verao	SAF	P3	P18	0.20-0.30	0.11	906.0	2.5	1.62	0.03	0.16	0.20		6	5.2	0.6	10	5	13	0	15.6	28.6	55	35	17	0	0.76	0.0	0.0	0.0	0
4	Verao	SAF	P4	P19	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.6	56.6	73.1	0
4	Verao	SAF	P4	P19	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.4	74.5	77.0	0
4	Verao	SAF	P4	P19	0.00-0.10	0.27	876.0	2.4	1.22	0.05	0.16	0.21		42	5.4	1.5	24	16	16	0	41.5	57.5	72	42	28	0	1.36	26.4	73.1	75.4	33
4	Verao	SAF	P4	P19	0.10-0.20	0.12	897.0	2.5	1.44	0.06	0.17	0.23		7	4.6	0.7	9	5	16	2	14.7	30.7	48	29	16	12	0.72	0.0	0.0	0.0	7
4	Verao	SAF	P4	P19	0.20-0.30	0.17	871.0	2.5	1.56	0.02	0.24	0.26		5	4.6	0.6	8	5	18	2	13.6	31.6	43	25	16	13	0.82	0.0	0.0	0.0	3
4	Verao	SAF	P5	P20	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.3	74.6	21.2	0
4	Verao	SAF	P5	P20	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.4	83.0	21.9	0
4	Verao	SAF	P5	P20	0.00-0.10	0.13	921.0	2.5	1.30	0.01	0.20	0.22		26	4.9	1.3	13	9	18	1	23.3	41.3	56	31	22	4	0.85	21.6	87.9	22.6	24
4	Verao	SAF	P5	P20	0.10-0.20	0.09	897.0	2.5	1.45	0.03	0.22	0.25		2	4.8	0.8	10	4	15	1	14.8	29.8	50	34	13	6	0.63	0.0	0.0	0.0	0
4	Verao	SAF	P5	P20	0.20-0.30	0.10	914.0	2.5	1.44	0.01	0.21	0.22		11	4.3	0.6	6	3	20	5	9.6	29.6	32	20	10	34	0.74	0.0	0.0	0.0	0
1	Primavera	ILPF	P1	P1	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.7	68.7	22.8	0
1	Primavera	ILPF	P1	P1	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.5	67.8	22.8	2
1	Primavera	ILPF	P1	P1	0.00-0.10	0.04	916.0	2.4	1.19	0.04	0.28	0.32		25	5.1	1.1	16	11	20	2	28.1	48.1	58	33	23	7	1.51	26.4	67.5	22.5	6
1	Primavera	ILPF	P1	P1	0.10-0.20	0.03	938.0	2.4	1.48	0.05	0.16	0.21		15	4.6	0.8	7	4	25	2	11.8	36.8	32	19	11	14	0.94	0.0	0.0	0.0	2
1	Primavera	ILPF	P1	P1	0.20-0.30	0.03	882.0	2.6	1.49	0.05	0.16	0.21		11	4.5	1.0	6	2	20	4	9.0	29.0	31	21	7	31	0.71	0.0	0.0	0.0	0
1	Primavera	ILPF	P2	P2	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.2	59.0	20.7	0
1	Primavera	ILPF	P2	P2	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.3	72.0	23.4	3
